theta_stokes,p_star,p1,moment_pole,deltaS_real,deltaS_imag,heteroclinic_min_distance,intersection_above,intersection_below
7.266933124780381448e-01,-2.849561078040221851e+00,-7.998322139804217912e+00,-6.453093949197518775e+00,2.792240162466840481e+00,2.482246047280824097e+00,7.962927528995049603e-05,-1.000000000000000000e+00,0.000000000000000000e+00
