adjacent_action_real,adjacent_action_imag,pade60_real,pade60_imag,pade60_relative_gap,latefit45_real,latefit45_imag,latefit45_relative_gap,stokes40_59_real,stokes40_59_imag,stokes40_59_weighted_nrmse,holdout_stokes_real,holdout_stokes_imag,holdout_nrmse
2.792240162466840481e+00,2.482246047280824097e+00,2.855981833391166180e+00,2.518202016339722071e+00,1.958842628664978977e-02,2.769900991005152857e+00,2.522391301577407319e+00,1.229694585031837137e-02,-9.758979750874431369e-01,-3.412282069716608690e-02,9.789146562727075312e-03,-9.797716717326930835e-01,-3.981338490140561015e-02,1.586508353381406444e-02
