T,rho,p0,p1,pole1,pole2,delta_real,delta_imag,stokes_angle
1.324999999999999956e+00,-3.190476190476190244e-01,-2.701925605204800185e+00,-7.730304617494809349e+00,-6.410599346505972740e+00,-1.523160876116032370e+01,1.594905139561994645e+00,2.482246047280824097e+00,9.996939010809970938e-01
1.324999999999999956e+00,-2.900000000000000355e-01,-2.747991245597141585e+00,-7.875368710074499567e+00,-6.520768141900338044e+00,-1.531529968396338148e+01,1.569887919457163772e+00,2.482246047280824097e+00,1.006860109657848446e+00
1.324999999999999956e+00,-2.609523809523809357e-01,-2.795842837714608287e+00,-8.027388277920666226e+00,-6.635386530333357236e+00,-1.540954751283630664e+01,1.544057649645314889e+00,2.482246047280824097e+00,1.014328000044218081e+00
1.324999999999999956e+00,-2.319047619047619468e-01,-2.845591960801047371e+00,-8.187012850275818820e+00,-6.754744950001914106e+00,-1.551445236882761769e+01,1.517358253044456262e+00,2.482246047280824097e+00,1.022120773751409972e+00
1.324999999999999956e+00,-2.028571428571428470e-01,-2.897359955242606144e+00,-8.355008095955552605e+00,-6.879160393824891528e+00,-1.563018392690170089e+01,1.489726739314579440e+00,2.482246047280824097e+00,1.030264533358954626e+00
1.324999999999999956e+00,-1.738095238095238582e-01,-2.951279032656285217e+00,-8.532294256574271429e+00,-7.008979565791724653e+00,-1.575698126511512243e+01,1.461091702776840417e+00,2.482246047280824097e+00,1.038788881098219985e+00
1.324999999999999956e+00,-1.447619047619047583e-01,-3.007493542139006326e+00,-8.720005536313731653e+00,-7.144582503345110247e+00,-1.589515402937872679e+01,1.431371258102421162e+00,2.482246047280824097e+00,1.047727726964010175e+00
1.324999999999999956e+00,-1.157142857142857695e-01,-3.066161420570418183e+00,-8.919587434963732520e+00,-7.286386748704502203e+00,-1.604508489195183785e+01,1.400470077225098642e+00,2.482246047280824097e+00,1.057120426164425586e+00
1.324999999999999956e+00,-8.666666666666666963e-02,-3.127455857286825847e+00,-9.132968587252046078e+00,-7.434852169425229640e+00,-1.620723333058061755e+01,1.368274890627720008e+00,2.482246047280824097e+00,1.067013470038913114e+00
1.324999999999999956e+00,-5.761904761904768080e-02,-3.191567213410648307e+00,-9.362895273488639702e+00,-7.590486550105851826e+00,-1.638214080350929791e+01,1.334647127794298171e+00,2.482246047280824097e+00,1.077463191837843448e+00
1.324999999999999956e+00,-2.857142857142858094e-02,-3.258705241242660922e+00,-9.613677238644788403e+00,-7.753852104183510008e+00,-1.657043744564158416e+01,1.299409559917564794e+00,2.482246047280824097e+00,1.088540568483323145e+00
1.324999999999999956e+00,4.761904761904078853e-04,-3.329101660859457912e+00,-9.893232195900274917e+00,-7.925573088742985384e+00,-1.677285046663094192e+01,1.262317973014572603e+00,2.482246047280824097e+00,1.100341180151647835e+00
1.324999999999999956e+00,2.952380952380950774e-02,-3.403013164184060191e+00,-1.022125292235036653e+01,-8.106344748281223644e+00,-1.699021449560067509e+01,1.222982457732727735e+00,2.482246047280824097e+00,1.113012291972512724e+00
1.449999999999999956e+00,-9.000000000000000222e-01,-1.885549713623779988e+00,-5.337171548077082939e+00,-4.559027845403552881e+00,-1.494086866326808227e+01,1.712075582907885085e+00,2.482246047280824097e+00,9.669973734682308919e-01
1.449999999999999956e+00,-8.709523809523809224e-01,-1.908202573116224654e+00,-5.403826690654383036e+00,-4.613898031695436330e+00,-1.466116530033469090e+01,1.696827271508615231e+00,2.482246047280824097e+00,9.711719996316716674e-01
1.449999999999999956e+00,-8.419047619047619335e-01,-1.931457765303765450e+00,-5.472418625584600349e+00,-4.670288877686444629e+00,-1.443307434163208924e+01,1.681264234924930712e+00,2.482246047280824541e+00,9.754575005044303637e-01
1.449999999999999956e+00,-8.128571428571428337e-01,-1.955340788637185634e+00,-5.543039308039210411e+00,-4.728267777608175848e+00,-1.424601497375215864e+01,1.665373962015762377e+00,2.482246047280824097e+00,9.798589293183027626e-01
1.449999999999999956e+00,-7.838095238095238448e-01,-1.979878640173273752e+00,-5.615786971833009567e+00,-4.787906273556242098e+00,-1.409246992475725158e+01,1.649143189321142122e+00,2.482246047280824097e+00,9.843816686470101551e-01
1.449999999999999956e+00,-7.547619047619047450e-01,-2.005099929120201629e+00,-5.690766713954749534e+00,-4.849280384630577423e+00,-1.396692750798451677e+01,1.632557839041038905e+00,2.482246047280824097e+00,9.890314587445833139e-01
1.449999999999999956e+00,-7.257142857142857562e-01,-2.031035001008447693e+00,-5.768091148029884430e+00,-4.912470968247429681e+00,-1.386524422023894942e+01,1.615602950326068044e+00,2.482246047280824097e+00,9.938144289780366236e-01
1.449999999999999956e+00,-6.966666666666666563e-01,-2.057716073664753953e+00,-5.847881143799887660e+00,-4.977564117379898789e+00,-1.378424228485805081e+01,1.598262602957591261e+00,2.482246047280824097e+00,9.987371327756009443e-01
1.449999999999999956e+00,-6.676190476190476675e-01,-2.085177386214360329e+00,-5.930266661927631411e+00,-5.044651597994995740e+00,-1.372144557190129177e+01,1.580519832333766361e+00,2.482246047280824097e+00,1.003806586582979721e+00
1.449999999999999956e+00,-6.385714285714285676e-01,-2.113455362931046633e+00,-6.015387704156385240e+00,-5.113831331549070214e+00,-1.367490066929216752e+01,1.562356534481734949e+00,2.482246047280824097e+00,1.009030313406289681e+00
1.449999999999999956e+00,-6.095238095238095788e-01,-2.142588793238497047e+00,-6.103395399446962521e+00,-5.185207928089676344e+00,-1.364305232765712006e+01,1.543753359574903783e+00,2.482246047280824097e+00,1.014416391625427849e+00
1.449999999999999956e+00,-5.804761904761904789e-01,-2.172619029993124506e+00,-6.194453250862452798e+00,-5.258893276311707332e+00,-1.362465474752415595e+01,1.524689592135294536e+00,2.482246047280824097e+00,1.019973509890758523e+00
1.449999999999999956e+00,-5.514285714285713791e-01,-2.203590208511404303e+00,-6.288738576830904314e+00,-5.335007197846530325e+00,-1.361870715792610298e+01,1.505143015726808642e+00,2.482246047280824097e+00,1.025711029076211034e+00
1.449999999999999956e+00,-5.223809523809523903e-01,-2.235549488533738138e+00,-6.386444188740264316e+00,-5.413678174151673517e+00,-1.362440626804265875e+01,1.485089759472444815e+00,2.482246047280824097e+00,1.031639052462502981e+00
1.449999999999999956e+00,-4.933333333333333459e-01,-2.268547322112415277e+00,-6.487780356585281183e+00,-5.495044155644087880e+00,-1.364111070194457653e+01,1.464504123123882673e+00,2.482246047280824097e+00,1.037768505578324119e+00
1.449999999999999956e+00,-4.642857142857143016e-01,-2.302637750934994010e+00,-6.592977133817498725e+00,-5.579253464220720993e+00,-1.366831411942842145e+01,1.443358376629093831e+00,2.482246047280824097e+00,1.044111227453107693e+00
1.449999999999999956e+00,-4.352380952380952572e-01,-2.337878736693215220e+00,-6.702287131532252751e+00,-5.666465802077791380e+00,-1.370562475578542205e+01,1.421622529115903033e+00,2.482246047280824097e+00,1.050680075458536367e+00
1.449999999999999956e+00,-4.061904761904762129e-01,-2.374332529359358013e+00,-6.815988866349479203e+00,-5.756853381832986116e+00,-1.375274979491361549e+01,1.399264060839039869e+00,2.482246047280824097e+00,1.057489046474997085e+00
1.449999999999999956e+00,-3.771428571428571130e-01,-2.412066077555911292e+00,-6.934390850901230863e+00,-5.850602195437315522e+00,-1.380948345151178813e+01,1.376247609779050141e+00,2.482246047280824097e+00,1.064553417870093721e+00
1.449999999999999956e+00,-3.480952380952381242e-01,-2.451151488477578244e+00,-7.057836662885739187e+00,-5.947913442319944899e+00,-1.387569795639522852e+01,1.352534602010056819e+00,2.482246047280824097e+00,1.071889912804623757e+00
1.449999999999999956e+00,-3.190476190476190244e-01,-2.491666542479392454e+00,-7.186711331680344372e+00,-6.049005140742967690e+00,-1.395133686339461399e+01,1.328082811319077461e+00,2.482246047280824097e+00,1.079516895820833433e+00
1.449999999999999956e+00,-2.900000000000000355e-01,-2.533695272027678413e+00,-7.321449540149168378e+00,-6.154113950581006520e+00,-1.403641025771172579e+01,1.302845828296158581e+00,2.482246047280824097e+00,1.087454606733130991e+00
1.449999999999999956e+00,-2.609523809523809357e-01,-2.577328613439540561e+00,-7.462546394089723201e+00,-6.263497240844436043e+00,-1.413099156422016911e+01,1.276772411278388919e+00,2.482246047280824097e+00,1.095725443889419948e+00
1.449999999999999956e+00,-2.319047619047619468e-01,-2.622665142892041334e+00,-7.610571936894814371e+00,-6.377435441434789354e+00,-1.423521574394140110e+01,1.249805679491043708e+00,2.482246047280824097e+00,1.104354312515738235e+00
1.449999999999999956e+00,-2.028571428571428470e-01,-2.669811909553430951e+00,-7.766191325395120693e+00,-6.496234726112144919e+00,-1.434927873660880238e+01,1.221882089549804817e+00,2.482246047280824097e+00,1.113369061199225074e+00
1.449999999999999956e+00,-1.738095238095238582e-01,-2.718885381656337863e+00,-7.930193920751452019e+00,-6.620230082789159809e+00,-1.447343806377104691e+01,1.192930104624727372e+00,2.482246047280824097e+00,1.122801041677008671e+00
1.449999999999999956e+00,-1.447619047619047583e-01,-2.770012523628136325e+00,-8.103537128849188420e+00,-6.749788838454490403e+00,-1.460801455479691668e+01,1.162868409949233905e+00,2.482246047280824097e+00,1.132685848104920234e+00
1.449999999999999956e+00,-1.157142857142857695e-01,-2.823332025853280136e+00,-8.287416132973559613e+00,-6.885314719811976403e+00,-1.475339520114464165e+01,1.131603425355660386e+00,2.482246047280824097e+00,1.143064330651419880e+00
1.449999999999999956e+00,-8.666666666666666963e-02,-2.878995713710151616e+00,-8.483382548927341560e+00,-7.027252547746220657e+00,-1.491003718524589949e+01,1.099025660408768479e+00,2.482246047280824097e+00,1.153984054839662265e+00
1.449999999999999956e+00,-5.761904761904768080e-02,-2.937170167082562067e+00,-8.693564658809798118e+00,-7.176093684943396944e+00,-1.507847317205817639e+01,1.065004010053228090e+00,2.482246047280824097e+00,1.165501544295102887e+00
1.449999999999999956e+00,-2.857142857142858094e-02,-2.998038587950686118e+00,-8.921127081027119488e+00,-7.332382382487829808e+00,-1.525931799590516924e+01,1.029375986166396473e+00,2.482246047280824097e+00,1.177686051792393496e+00
1.449999999999999956e+00,4.761904761904078853e-04,-3.061802962820847185e+00,-9.171408509697013045e+00,-7.496723204613789271e+00,-1.545327692595476066e+01,9.919286626906100857e-01,2.482246047280824097e+00,1.190626785488803074e+00
1.449999999999999956e+00,2.952380952380950774e-02,-3.128686574728388958e+00,-9.455655136101102087e+00,-7.669789753004822686e+00,-1.566115575279158101e+01,9.523528645887184840e-01,2.482246047280824097e+00,1.204449989410085076e+00
1.449999999999999956e+00,5.857142857142860759e-02,-3.198936934638962448e+00,-9.814487691395360258e+00,-7.852334965819587786e+00,-1.588387301043553812e+01,9.100732842991026139e-01,2.482246047280824097e+00,1.219381220823109180e+00
1.574999999999999956e+00,-9.000000000000000222e-01,-1.753682032439638050e+00,-4.999120348265519986e+00,-4.319573573773817010e+00,-1.346218561927768675e+01,1.478827802372749467e+00,2.482246047280824097e+00,1.033498850093588661e+00
1.574999999999999956e+00,-8.709523809523809224e-01,-1.774614276794493462e+00,-5.061787365922044479e+00,-4.372047031625383440e+00,-1.324923807852141877e+01,1.463568320569927694e+00,2.482246047280824097e+00,1.038048205382781086e+00
1.574999999999999956e+00,-8.419047619047619335e-01,-1.796097179556713108e+00,-5.126273967516055130e+00,-4.425983186873285291e+00,-1.307544987611606757e+01,1.447985733211616832e+00,2.482246047280824097e+00,1.042719211535722446e+00
1.574999999999999956e+00,-8.128571428571428337e-01,-1.818153769047229806e+00,-5.192666131512430283e+00,-4.481447144969012086e+00,-1.293337301984302457e+01,1.432067047893272882e+00,2.482246047280824097e+00,1.047517393916846062e+00
1.574999999999999956e+00,-7.838095238095238448e-01,-1.840808409779992827e+00,-5.261055651214901374e+00,-4.538508032264553904e+00,-1.281760966834317550e+01,1.415798489488419909e+00,2.482246047280824097e+00,1.052448633731251082e+00
1.574999999999999956e+00,-7.547619047619047450e-01,-1.864086901999849166e+00,-5.331540663653403733e+00,-4.597239316004065657e+00,-1.272413903437603189e+01,1.399165436061148293e+00,2.482246047280824097e+00,1.057519198032072616e+00
1.574999999999999956e+00,-7.257142857142857562e-01,-1.888016591178123704e+00,-5.404226245875521251e+00,-4.657719155671871114e+00,-1.264990004326262962e+01,1.382152347977793960e+00,2.482246047280824541e+00,1.062735772912140941e+00
1.574999999999999956e+00,-6.966666666666666563e-01,-1.912626486992419883e+00,-5.479225082420432713e+00,-4.720030789364776602e+00,-1.259252151513911855e+01,1.364742689303726220e+00,2.482246047280824097e+00,1.068105500297851007e+00
1.574999999999999956e+00,-6.676190476190476675e-01,-1.937947394344995633e+00,-5.556658220229383716e+00,-4.784262959359861789e+00,-1.255014157757699600e+01,1.346918840417116625e+00,2.482246047280824097e+00,1.073636018830836480e+00
1.574999999999999956e+00,-6.385714285714285676e-01,-1.964012056284687446e+00,-5.636655922812297881e+00,-4.850510381627400669e+00,-1.252128323920963560e+01,1.328662000585050684e+00,2.482246047280824097e+00,1.079335509404341087e+00
1.574999999999999956e+00,-6.095238095238095788e-01,-1.990855311809542671e+00,-5.719358643909424167e+00,-4.918874264713147149e+00,-1.250476652987409842e+01,1.309952079019967019e+00,2.482246047280823653e+00,1.085212746019510899e+00
1.574999999999999956e+00,-5.804761904761904789e-01,-2.018514268697481295e+00,-5.804918139572625257e+00,-4.989462884195143388e+00,-1.249964515940671461e+01,1.290767572655011630e+00,2.482246047280824097e+00,1.091277152746642276e+00
1.574999999999999956e+00,-5.514285714285713791e-01,-2.047028494541308419e+00,-5.893498748613946070e+00,-5.062392219833880880e+00,-1.250516004767999867e+01,1.271085428530476014e+00,2.482246047280824097e+00,1.097538867723735656e+00
1.574999999999999956e+00,-5.223809523809523903e-01,-2.076440227339819256e+00,-5.985278873533498967e+00,-5.137786663599930748e+00,-1.252070473583568777e+01,1.250880888249937595e+00,2.482246047280824097e+00,1.104008815307486957e+00
1.574999999999999956e+00,-4.933333333333333459e-01,-2.106794608332091201e+00,-6.080452707430439752e+00,-5.215779808014998409e+00,-1.254579934344925007e+01,1.230127311416245428e+00,2.482246047280824097e+00,1.110698787721079883e+00
1.574999999999999956e+00,-4.642857142857143016e-01,-2.138139939970590930e+00,-6.179232261221765832e+00,-5.296515325711581568e+00,-1.258007079531127381e+01,1.208795974255429950e+00,2.482246047280824097e+00,1.117621537834074363e+00
1.574999999999999956e+00,-4.352380952380952572e-01,-2.170527972255367199e+00,-6.281849765855516132e+00,-5.380147952851433324e+00,-1.262323773600941124e+01,1.186855838726109003e+00,2.482246047280824097e+00,1.124790885083817971e+00
1.574999999999999956e+00,-4.061904761904762129e-01,-2.204014220802188451e+00,-6.388560547419933400e+00,-5.466844591094616845e+00,-1.267509901631443903e+01,1.164273286213704406e+00,2.482246047280824097e+00,1.132221837036206491e+00
1.574999999999999956e+00,-3.771428571428571130e-01,-2.238658321763898673e+00,-6.499646506609742858e+00,-5.556785545247351799e+00,-1.273552495444060106e+01,1.141011808305963937e+00,2.482246047280824097e+00,1.139930729731910564e+00
1.574999999999999956e+00,-3.480952380952381242e-01,-2.274524427475444366e+00,-6.615420386833950062e+00,-5.650165916617751805e+00,-1.280445079826247401e+01,1.117031644962613424e+00,2.482246047280824097e+00,1.147935390841148262e+00
1.574999999999999956e+00,-3.190476190476190244e-01,-2.311681649356363444e+00,-6.736231088167518699e+00,-5.747197175577780648e+00,-1.288187197364532288e+01,1.092289357355192170e+00,2.482246047280824097e+00,1.156255330861818198e+00
1.574999999999999956e+00,-2.900000000000000355e-01,-2.350204554793338119e+00,-6.862470401783635765e+00,-5.848108940991235016e+00,-1.296784081998001348e+01,1.066737318330812645e+00,2.482246047280824097e+00,1.164911969310738815e+00
1.574999999999999956e+00,-2.609523809523809357e-01,-2.390173725143860839e+00,-6.994581721561504928e+00,-5.953150999180237157e+00,-1.306246460057163006e+01,1.040323097137676456e+00,2.482246047280824097e+00,1.173928905351563801e+00
1.574999999999999956e+00,-2.319047619047619468e-01,-2.431676384772525790e+00,-7.133071588360668791e+00,-6.062595601165257975e+00,-1.316590464202678135e+01,1.012988705541066237e+00,2.482246047280824097e+00,1.183332246042610336e+00
1.574999999999999956e+00,-2.028571428571428470e-01,-2.474807111541019733e+00,-7.278525429306399452e+00,-6.176740084275849085e+00,-1.327837650968635153e+01,9.846696576425375547e-01,2.482246047280824097e+00,1.193151011195969335e+00
1.574999999999999956e+00,-1.738095238095238582e-01,-2.519668641421274113e+00,-7.431629756733803660e+00,-6.295909873209638796e+00,-1.340015117008826984e+01,9.552937716983793681e-01,2.482246047280824097e+00,1.203417643230775047e+00
1.574999999999999956e+00,-1.447619047619047583e-01,-2.566372782174945577e+00,-7.593204775629037506e+00,-6.420461926622581750e+00,-1.353155712987329728e+01,9.247796014592106761e-01,2.482246047280824097e+00,1.214168666316922662e+00
1.574999999999999956e+00,-1.157142857142857695e-01,-2.615041454445698577e+00,-7.764254705232580100e+00,-6.550788708884093481e+00,-1.367298357618787108e+01,8.930343114247831782e-01,2.482246047280824097e+00,1.225445567600375041e+00
1.574999999999999956e+00,-8.666666666666666963e-02,-2.665807880504061256e+00,-7.946050327683925829e+00,-6.687322783401305593e+00,-1.382488457879531829e+01,8.599506702577078832e-01,2.482246047280824097e+00,1.237296027831405798e+00
1.574999999999999956e+00,-5.761904761904768080e-02,-2.718817947074900765e+00,-8.140275304202404527e+00,-6.830542144781953873e+00,-1.398778445090317213e+01,8.254025449312616391e-01,2.482246047280824097e+00,1.249775742020768243e+00
1.574999999999999956e+00,-2.857142857142858094e-02,-2.774231772202626622e+00,-8.349313355926657465e+00,-6.980976433210189569e+00,-1.416228440632695929e+01,7.892376032484350601e-01,2.482246047280824097e+00,1.262951332438794871e+00
1.574999999999999956e+00,4.761904761904078853e-04,-2.832225513377296888e+00,-8.576898126001388789e+00,-7.139214207261712630e+00,-1.434907069728025952e+01,7.512641287142101110e-01,2.482246047280824541e+00,1.276905553896875434e+00
1.574999999999999956e+00,2.952380952380950774e-02,-2.892993461333662530e+00,-8.829943591245454471e+00,-7.305911492984821010e+00,-1.454892447292896129e+01,7.112228927927570776e-01,2.482246047280824097e+00,1.291748288890626650e+00
1.574999999999999956e+00,5.857142857142860759e-02,-2.956750474162932019e+00,-9.126316109626042561e+00,-7.481801880095225954e+00,-1.476273366675765963e+01,6.687066066785091190e-01,2.482246047280824097e+00,1.307647744440788795e+00
1.699999999999999956e+00,-9.000000000000000222e-01,-1.639602105960750622e+00,-4.714683144474142829e+00,-4.116761496700432232e+00,-1.223860581080138665e+01,1.271116552071975381e+00,2.482246047280824541e+00,1.097528934089643693e+00
1.699999999999999956e+00,-8.709523809523809224e-01,-1.659026352918587355e+00,-4.774012936072226765e+00,-4.167213635141586714e+00,-1.207628010391316664e+01,1.255786990816959436e+00,2.482246047280824097e+00,1.102433862297805378e+00
1.699999999999999956e+00,-8.419047619047619335e-01,-1.678955701416242174e+00,-4.835064687012350149e+00,-4.219079848025828916e+00,-1.194412896475722441e+01,1.240125224652097513e+00,2.482246047280824097e+00,1.107470348896404611e+00
1.699999999999999956e+00,-8.128571428571428337e-01,-1.699410998629941050e+00,-4.897919419507147154e+00,-4.272423331327443563e+00,-1.183684022291367910e+01,1.224117753436615885e+00,2.482246047280824097e+00,1.112644329708499136e+00
1.699999999999999956e+00,-7.838095238095238448e-01,-1.720414284576861297e+00,-4.962663583814888923e+00,-4.327311196586266284e+00,-1.175049418595231110e+01,1.207750261892835519e+00,2.482246047280824097e+00,1.117962117221900975e+00
1.699999999999999956e+00,-7.547619047619047450e-01,-1.741988879884787567e+00,-5.029389548172275681e+00,-4.383814783353103373e+00,-1.168212912339950726e+01,1.191007553214828318e+00,2.482246047280824097e+00,1.123430431635190629e+00
1.699999999999999956e+00,-7.257142857142857562e-01,-1.764159481713227562e+00,-5.098196143289923654e+00,-4.442010002320679440e+00,-1.162946457058309413e+01,1.173873475725645932e+00,2.482246047280824097e+00,1.129056435096635447e+00
1.699999999999999956e+00,-6.966666666666666563e-01,-1.786952268544309774e+00,-5.169189273212153601e+00,-4.501977712739435589e+00,-1.159071843170107385e+01,1.156330841669677589e+00,2.482246047280824097e+00,1.134847769538705808e+00
1.699999999999999956e+00,-6.676190476190476675e-01,-1.810395014615772791e+00,-5.242482604504202115e+00,-4.563804138206944749e+00,-1.156448226290278214e+01,1.138361337077643753e+00,2.482246047280824097e+00,1.140812598573122782e+00
1.699999999999999956e+00,-6.385714285714285676e-01,-1.834517215415466751e+00,-5.318198341806182228e+00,-4.627581325492585052e+00,-1.154963397003374403e+01,1.119945421462448465e+00,2.482246047280824097e+00,1.146959653985547556e+00
1.699999999999999956e+00,-6.095238095238095788e-01,-1.859350225262118794e+00,-5.396468109759065435e+00,-4.693407651717754980e+00,-1.154527532743047402e+01,1.101062215887275375e+00,2.482246047280824097e+00,1.153298287457967364e+00
1.699999999999999956e+00,-5.804761904761904789e-01,-1.884927408508887625e+00,-5.477433955833300061e+00,-4.761388385983433835e+00,-1.155068641733065249e+01,1.081689377682866438e+00,2.482246047280824097e+00,1.159838528254309775e+00
1.699999999999999956e+00,-5.514285714285713791e-01,-1.911284305612920509e+00,-5.561249499371952787e+00,-4.831636312431901281e+00,-1.156529188665319552e+01,1.061802959766142695e+00,2.482246047280824097e+00,1.166591147735682732e+00
1.699999999999999956e+00,-5.223809523809523903e-01,-1.938458816737578694e+00,-5.648081254712217003e+00,-4.904272422779762941e+00,-1.158863563990442991e+01,1.041377252109578544e+00,2.482246047280824541e+00,1.173567731732515051e+00
1.699999999999999956e+00,-4.933333333333333459e-01,-1.966491403759586420e+00,-5.738110163682065945e+00,-4.979426687587971578e+00,-1.162036167781740481e+01,1.020384602406674501e+00,2.482246047280824097e+00,1.180780762000589235e+00
1.699999999999999956e+00,-4.642857142857143016e-01,-1.995425314145176543e+00,-5.831533384874007631e+00,-5.057238916982799815e+00,-1.166019950027313712e+01,9.987952123409447047e-01,2.482246047280824097e+00,1.188243708238783336e+00
1.699999999999999956e+00,-4.352380952380952572e-01,-2.025306828584595209e+00,-5.928566397338125071e+00,-5.137859723246855026e+00,-1.170795296362422278e+01,9.765769050486459157e-01,2.482246047280824097e+00,1.195971132465456721e+00
1.699999999999999956e+00,-4.061904761904762129e-01,-2.056185536155334503e+00,-6.029445498367151934e+00,-5.221451599719924452e+00,-1.176349180304023712e+01,9.536948583044688732e-01,2.482246047280824097e+00,1.203978807962258646e+00
1.699999999999999956e+00,-3.771428571428571130e-01,-2.088114640152160195e+00,-6.134430798843388821e+00,-5.308190132847182774e+00,-1.182674525282145694e+01,9.301112965605140559e-01,2.482246047280824097e+00,1.212283855534529664e+00
1.699999999999999956e+00,-3.480952380952381242e-01,-2.121151298726836831e+00,-6.243809859509082294e+00,-5.398265367070314902e+00,-1.189769735497924863e+01,9.057851330928190503e-01,2.482246047280824097e+00,1.220904900559560691e+00
1.699999999999999956e+00,-3.190476190476190244e-01,-2.155357005335748255e+00,-6.357902165376974501e+00,-5.491883345672787797e+00,-1.197638366012963296e+01,8.806715509445021128e-01,2.482246047280824097e+00,1.229862255279166705e+00
1.699999999999999956e+00,-2.900000000000000355e-01,-2.190798014650350733e+00,-6.477064721306363460e+00,-5.589267854791898138e+00,-1.206288910880949139e+01,8.547215077696777019e-01,2.482246047280824541e+00,1.239178132168831992e+00
1.699999999999999956e+00,-2.609523809523809357e-01,-2.227545819680134098e+00,-6.601699182172163560e+00,-5.690662402750096938e+00,-1.215734694518136294e+01,8.278811445464253627e-01,2.482246047280824097e+00,1.248876896188146901e+00
1.699999999999999956e+00,-2.319047619047619468e-01,-2.265677688773046317e+00,-6.732261140092900220e+00,-5.796332472833872984e+00,-1.225993856511414393e+01,8.000910705585615457e-01,2.482246047280824097e+00,1.258985366630110514e+00
1.699999999999999956e+00,-2.028571428571428470e-01,-2.305277269921188754e+00,-6.869272541696784806e+00,-5.906568094908736910e+00,-1.237089424139591998e+01,7.712854855257103015e-01,2.482246047280824097e+00,1.269533183735239490e+00
1.699999999999999956e+00,-1.738095238095238582e-01,-2.346435274427745910e+00,-7.013338812453915772e+00,-6.021686790116081767e+00,-1.249049470373645043e+01,7.413910815605262439e-01,2.482246047280824097e+00,1.280553262293940620e+00
1.699999999999999956e+00,-1.447619047619047583e-01,-2.389250250296304667e+00,-7.165173366328533078e+00,-6.142036953755234840e+00,-1.261907358260105738e+01,7.103256376048536769e-01,2.482246047280824097e+00,1.292082366159591489e+00
1.699999999999999956e+00,-1.157142857142857695e-01,-2.433829461369082736e+00,-7.325634300618845351e+00,-6.268001754827451144e+00,-1.275702075633858890e+01,6.779961668715817069e-01,2.482246047280824097e+00,1.304161858003627161e+00
1.699999999999999956e+00,-8.666666666666666963e-02,-2.480289888342011473e+00,-7.495782450719653767e+00,-6.400003647273523555e+00,-1.290478667158866521e+01,6.442963816574583946e-01,2.482246047280824097e+00,1.316838716470684956e+00
1.699999999999999956e+00,-5.761904761904768080e-02,-2.528759373037824609e+00,-7.676979807248167198e+00,-6.538509608539870399e+00,-1.306288774040068112e+01,6.091030487996036413e-01,2.482246047280824097e+00,1.330166988364248404e+00
1.699999999999999956e+00,-2.857142857142858094e-02,-2.579377929197664177e+00,-7.871071897435969689e+00,-6.684037246893129947e+00,-1.323191295471286111e+01,5.722703920183900284e-01,2.482246047280824097e+00,1.344210008706697490e+00
1.699999999999999956e+00,4.761904761904078853e-04,-2.632299250600125706e+00,-8.080768925355906518e+00,-6.837161951362406676e+00,-1.341253190276919938e+01,5.336206679195119040e-01,2.482246047280824097e+00,1.359044130139212880e+00
1.699999999999999956e+00,2.952380952380950774e-02,-2.687692451034628505e+00,-8.310594243389299862e+00,-6.998525299303679503e+00,-1.360550442489655865e+01,4.929260210075133153e-01,2.482246047280824097e+00,1.374765903180880322e+00
1.699999999999999956e+00,5.857142857142860759e-02,-2.745744080060004144e+00,-8.570038546458951245e+00,-7.168844989001063261e+00,-1.381169221117565016e+01,4.498650870773794330e-01,2.482246047280824097e+00,1.391509267494564828e+00
1.699999999999999956e+00,8.761904761904759642e-02,-2.806660466194758730e+00,-8.894358850037590969e+00,-7.348926632015782445e+00,-1.403207272542130468e+01,4.038593298275285903e-01,2.482246047280824097e+00,1.409510398810448262e+00
1.824999999999999956e+00,-9.000000000000000222e-01,-1.539641723663262241e+00,-4.472560656255093470e+00,-3.943000957046360000e+00,-1.121326950649109122e+01,1.083769887239931284e+00,2.482246047280824097e+00,1.159134350051865825e+00
1.824999999999999956e+00,-8.709523809523809224e-01,-1.557729019046997454e+00,-4.529066864148349580e+00,-3.991729078131187602e+00,-1.108982930679564305e+01,1.068320518599564561e+00,2.482246047280824097e+00,1.164373713647231412e+00
1.824999999999999956e+00,-8.419047619047619335e-01,-1.576280870375052379e+00,-4.587212895811483726e+00,-4.041830031803242740e+00,-1.098998576658861737e+01,1.052529161542758995e+00,2.482246047280824097e+00,1.169753584889531295e+00
1.824999999999999956e+00,-8.128571428571428337e-01,-1.595316185420653454e+00,-4.647075625563662271e+00,-4.093365403646511247e+00,-1.090990416496028814e+01,1.036381780761804983e+00,2.482246047280824541e+00,1.175280244164410126e+00
1.824999999999999956e+00,-7.838095238095238448e-01,-1.614854937776008192e+00,-4.708737035992056619e+00,-4.146400606488754192e+00,-1.084670913063570730e+01,1.019863491303611092e+00,2.482246047280824097e+00,1.180960363544787617e+00
1.824999999999999956e+00,-7.547619047619047450e-01,-1.634918244295346046e+00,-4.772284671460999661e+00,-4.201005186554644943e+00,-1.079820018274224402e+01,1.002958489635650263e+00,2.482246047280824097e+00,1.186801038265437036e+00
1.824999999999999956e+00,-7.257142857142857562e-01,-1.655528449398613988e+00,-4.837812143005356447e+00,-4.257253159752202976e+00,-1.076266605996091741e+01,9.856499775731630830e-01,2.482246047280824097e+00,1.192809821325659270e+00
