T,rho,p0,p1,pole1,pole2,delta_real,delta_imag,stokes_angle
6.999999999999999556e-01,-1.447619047619047583e-01,-5.331645995662105619e+00,-1.542024239618485915e+01,-1.133963255183861030e+01,-2.946265486021921021e+01,3.805111681387595812e+00,2.482246047280824097e+00,5.780220469046004617e-01
6.999999999999999556e-01,-1.157142857142857695e-01,-5.439355483741485031e+00,-1.579246955356494375e+01,-1.154962665051620085e+01,-2.965446076000388587e+01,3.773439462532179878e+00,2.482246047280824097e+00,5.818533443279024775e-01
6.999999999999999556e-01,-8.666666666666666963e-02,-5.552167453780268325e+00,-1.619890321450304072e+01,-1.176905910363709751e+01,-2.986908972094503056e+01,3.740461484885066579e+00,2.482246047280824097e+00,5.858905908310833022e-01
6.999999999999999556e-01,-5.761904761904768080e-02,-5.670474351857185624e+00,-1.665179886493437067e+01,-1.199862560264203104e+01,-3.010713149985952342e+01,3.705943227273071461e+00,2.482246047280824097e+00,5.901696807410106160e-01
6.999999999999999556e-01,-2.857142857142858094e-02,-5.794711065475927292e+00,-1.717768540290461488e+01,-1.223909438273415518e+01,-3.036934056552376049e+01,3.669506221872743890e+00,2.482246047280824097e+00,5.947467337851033431e-01
6.999999999999999556e-01,4.761904761904078853e-04,-5.925360913007632568e+00,-1.787397373891840147e+01,-1.249131613663964124e+01,-3.065664508296993063e+01,3.630349573876316072e+00,2.482246047280824097e+00,5.997354393740924605e-01
8.249999999999999556e-01,-9.000000000000000222e-01,-3.097912608749811447e+00,-8.713638448283893112e+00,-6.894224098734944128e+00,-3.070242287135755177e+01,3.658920569705822246e+00,2.482246047280824097e+00,5.960881779359077370e-01
8.249999999999999556e-01,-8.709523809523809224e-01,-3.135627374519787125e+00,-8.820644513942829334e+00,-6.972761726775495994e+00,-2.945542152577962725e+01,3.642178493021283270e+00,2.482246047280824097e+00,5.982206655116691918e-01
8.249999999999999556e-01,-8.419047619047619335e-01,-3.174382278683395509e+00,-8.930780455569264475e+00,-7.053401783244044765e+00,-2.847867512454243411e+01,3.625151808898216199e+00,2.482246047280824097e+00,6.004031784119455706e-01
8.249999999999999556e-01,-8.128571428571428337e-01,-3.214223252998054114e+00,-9.044199028652224470e+00,-7.136235021807094014e+00,-2.769394959498661635e+01,3.607830188965210017e+00,2.482246047280824097e+00,6.026378657200568423e-01
8.249999999999999556e-01,-7.838095238095238448e-01,-3.255199050059376820e+00,-9.161063994721033055e+00,-7.221357661965712715e+00,-2.705238231185539988e+01,3.590202688802309527e+00,2.482246047280824097e+00,6.049270166083214884e-01
8.249999999999999556e-01,-7.547619047619047450e-01,-3.297361466895998738e+00,-9.281551231045300554e+00,-7.308871814813134193e+00,-2.652156671489414208e+01,3.572257693681332835e+00,2.482246047280824097e+00,6.072730731129496462e-01
8.249999999999999556e-01,-7.257142857142857562e-01,-3.340765590421663767e+00,-9.405849996204446839e+00,-7.398885949737241674e+00,-2.607900884771310501e+01,3.553982857644667703e+00,2.482246047280823653e+00,6.096786444711269626e-01
8.249999999999999556e-01,-6.966666666666666563e-01,-3.385470067379258818e+00,-9.534164376961951959e+00,-7.491515406779552855e+00,-2.570852923071837637e+01,3.535365034828084951e+00,2.482246047280824097e+00,6.121465232697655967e-01
8.249999999999999556e-01,-6.676190476190476675e-01,-3.431537401083148531e+00,-9.666714951807655609e+00,-7.586882959996690268e+00,-2.539815457753909200e+01,3.516390201700751561e+00,2.482246047280823653e+00,6.146797037063262970e-01
8.249999999999999556e-01,-6.385714285714285676e-01,-3.479034279513946615e+00,-9.803740715436489950e+00,-7.685119437902905304e+00,-2.513881809300089998e+01,3.497043368601500113e+00,2.482246047280824541e+00,6.172814023260639882e-01
8.249999999999999556e-01,-6.095238095238095788e-01,-3.528031937124598283e+00,-9.945501319453123656e+00,-7.786364407920290276e+00,-2.492352422035846260e+01,3.477308478574430595e+00,2.482246047280823653e+00,6.199550816810729392e-01
8.249999999999999556e-01,-5.804761904761904789e-01,-3.578606555691215885e+00,-1.009227970043870393e+01,-7.890766932747682816e+00,-2.474679294677515173e+01,3.457168291021274875e+00,2.482246047280824097e+00,6.227044774602750188e-01
8.249999999999999556e-01,-5.514285714285713791e-01,-3.630839708551074185e+00,-1.024438518722788061e+01,-7.998486407704655576e+00,-2.460427913189141691e+01,3.436604247053585581e+00,2.482246047280824097e+00,6.255336297737714712e-01
8.249999999999999556e-01,-5.223809523809523903e-01,-3.684818854313740122e+00,-1.040215720808294186e+01,-8.109693489443346337e+00,-2.449250516222389606e+01,3.415596312588587757e+00,2.482246047280824097e+00,6.284469194509795242e-01
8.249999999999999556e-01,-4.933333333333333459e-01,-3.740637886401241285e+00,-1.056596975829321927e+01,-8.224571127984654950e+00,-2.440866915650464719e+01,3.394122794107597318e+00,2.482246047280824097e+00,6.314491104456111392e-01
8.249999999999999556e-01,-4.642857142857143016e-01,-3.798397745566037820e+00,-1.073623684543187728e+01,-8.343315715870113891e+00,-2.435050484943755578e+01,3.372160120465034883e+00,2.482246047280824541e+00,6.345453997553885950e-01
8.249999999999999556e-01,-4.352380952380952572e-01,-3.858207105603938203e+00,-1.091341921176586816e+01,-8.466138370380395628e+00,-2.431617764530834691e+01,3.349682582018849608e+00,2.482246047280824097e+00,6.377414766954832004e-01
8.249999999999999556e-01,-4.061904761904762129e-01,-3.920183139985306653e+00,-1.109803275389628752e+01,-8.593266367321119148e+00,-2.430420652055894948e+01,3.326662015371243175e+00,2.482246047280824097e+00,6.410435939657026516e-01
8.249999999999999556e-01,-3.771428571428571130e-01,-3.984452384332465957e+00,-1.129065924380542896e+01,-8.724944747896794084e+00,-2.431340476007449780e+01,3.303067417723674737e+00,2.482246047280824097e+00,6.444586538063661330e-01
8.249999999999999556e-01,-3.480952380952381242e-01,-4.051151705650045898e+00,-1.149196023936038991e+01,-8.861438123783074161e+00,-2.434283467031815107e+01,3.278864468552122879e+00,2.482246047280824097e+00,6.479943137816109866e-01
8.249999999999999556e-01,-3.190476190476190244e-01,-4.120429396814820677e+00,-1.170269552870986196e+01,-9.003032709788540089e+00,-2.439177285379469140e+01,3.254014926813201480e+00,2.482246047280824097e+00,6.516591185851010604e-01
8.249999999999999556e-01,-2.900000000000000355e-01,-4.192446414622761353e+00,-1.192374820777245326e+01,-9.150038618621621822e+00,-2.445968361112633715e+01,3.228475857154382123e+00,2.482246047280824097e+00,6.554626671150454165e-01
8.249999999999999556e-01,-2.609523809523809357e-01,-4.267377783414740833e+00,-1.215615978876914660e+01,-9.302792458435982681e+00,-2.454619872035632611e+01,3.202198614953577938e+00,2.482246047280824097e+00,6.594158285960766142e-01
8.249999999999999556e-01,-2.319047619047619468e-01,-4.345414192849811563e+00,-1.240118107989759011e+01,-9.461660281252079585e+00,-2.465110232687965564e+01,3.175127480566617422e+00,2.482246047280824097e+00,6.635310290085687512e-01
8.249999999999999556e-01,-2.028571428571428470e-01,-4.426763819855991322e+00,-1.266034902444813426e+01,-9.627040939383727292e+00,-2.477432002834608582e+01,3.147197764280710963e+00,2.482246047280823653e+00,6.678226420258637219e-01
8.249999999999999556e-01,-1.738095238095238582e-01,-4.511654414013271719e+00,-1.293560870706701849e+01,-9.799369917835333510e+00,-2.491591149815812045e+01,3.118333076404089077e+00,2.482246047280824097e+00,6.723075423031754649e-01
8.249999999999999556e-01,-1.447619047619047583e-01,-4.600335692224795991e+00,-1.322951952341177240e+01,-9.979123724241359739e+00,-2.507606618925493436e+01,3.088441206169555198e+00,2.482246047280824097e+00,6.770059251809523726e-01
8.249999999999999556e-01,-1.157142857142857695e-01,-4.693082096946107562e+00,-1.354563252032765419e+01,-1.016682493407332366e+01,-2.525510181510103536e+01,3.057407514374065549e+00,2.482246047280824097e+00,6.819425952490011378e-01
8.249999999999999556e-01,-8.666666666666666963e-02,-4.790195985891015695e+00,-1.388925895264178401e+01,-1.036304800934565584e+01,-2.545346543297349839e+01,3.025083450568010424e+00,2.482246047280824097e+00,6.871491603596602271e-01
8.249999999999999556e-01,-5.761904761904768080e-02,-4.892011333365141823e+00,-1.426929442712267004e+01,-1.056842603410289350e+01,-2.567173706500834740e+01,2.991264177318127437e+00,2.482246047280824097e+00,6.926682180433131331e-01
8.249999999999999556e-01,-2.857142857142858094e-02,-4.998898043101964284e+00,-1.470374828086795205e+01,-1.078365854139405400e+01,-2.591063589397168698e+01,2.955636415404427453e+00,2.482246047280824097e+00,6.985629057580236001e-01
8.249999999999999556e-01,4.761904761904078853e-04,-5.111266994639061423e+00,-1.524739722871675873e+01,-1.100952064582407708e+01,-2.617102917082833358e+01,2.917607080091283667e+00,2.482246047280824097e+00,7.049475742752084884e-01
9.499999999999999556e-01,-9.000000000000000222e-01,-2.732771638222532662e+00,-7.662603502408483536e+00,-6.175160845267008369e+00,-2.564980934516572120e+01,3.097948900445122167e+00,2.482246047280824541e+00,6.755055214073734104e-01
9.499999999999999556e-01,-8.709523809523809224e-01,-2.766051544999487799e+00,-7.757002831500271256e+00,-6.246375316095549302e+00,-2.475165783665296360e+01,3.081822249615768339e+00,2.482246047280824097e+00,6.780537772812348374e-01
9.499999999999999556e-01,-8.419047619047619335e-01,-2.800244957637922472e+00,-7.854159464317016059e+00,-6.319511037289296418e+00,-2.403943839208492506e+01,3.065406592369184668e+00,2.482246047280824097e+00,6.806643669786923700e-01
9.499999999999999556e-01,-8.128571428571428337e-01,-2.835391992115980031e+00,-7.954207255078961758e+00,-6.394651439938940030e+00,-2.346270933422961136e+01,3.048691157832210230e+00,2.482246047280824097e+00,6.833400398778448626e-01
9.499999999999999556e-01,-7.838095238095238448e-01,-2.871535214513543544e+00,-8.057289603678754020e+00,-6.471885005084429210e+00,-2.298902341620111756e+01,3.031664531012788988e+00,2.482246047280823653e+00,6.860837264364826327e-01
9.499999999999999556e-01,-7.547619047619047450e-01,-2.908719833722885895e+00,-8.163560405116482954e+00,-6.551305658781233276e+00,-2.259636970020467217e+01,3.014314597116679373e+00,2.482246047280823653e+00,6.888985546057980747e-01
9.499999999999999556e-01,-7.257142857142857562e-01,-2.946993913709260227e+00,-8.273185127379042214e+00,-6.633013205305886117e+00,-2.226919540510021989e+01,2.996628479257373634e+00,2.482246047280823653e+00,6.917878682093820952e-01
9.499999999999999556e-01,-6.966666666666666563e-01,-2.986408606112495256e+00,-8.386342041010770743e+00,-6.717113802904848718e+00,-2.199615222782458446e+01,2.978592468517759606e+00,2.482246047280824097e+00,6.947552475913516545e-01
9.499999999999999556e-01,-6.676190476190476675e-01,-3.027018406454160537e+00,-8.503223628825139713e+00,-6.803720487085468172e+00,-2.176874369399777009e+01,2.960191945109709621e+00,2.482246047280824097e+00,6.978045328971667072e-01
9.499999999999999556e-01,-6.385714285714285676e-01,-3.068881436723206235e+00,-8.624038211754742278e+00,-6.892953747135047493e+00,-2.158047455750318733e+01,2.941411289111059091e+00,2.482246047280824097e+00,7.009398504251019846e-01
9.499999999999999556e-01,-6.095238095238095788e-01,-3.112059757297427787e+00,-8.749011835781857371e+00,-6.984942162349854655e+00,-2.142629495728552413e+01,2.922233778920921399e+00,2.482246047280824097e+00,7.041656425798948904e-01
9.499999999999999556e-01,-5.804761904761904789e-01,-3.156619711879255608e+00,-8.878390476017678168e+00,-7.079823105380038228e+00,-2.130222531780514572e+01,2.902641475140603333e+00,2.482246047280824541e+00,7.074867020788582206e-01
9.499999999999999556e-01,-5.514285714285713791e-01,-3.202632309923937992e+00,-9.012442633335291831e+00,-7.177743521172077479e+00,-2.120509623565233426e+01,2.882615087025049316e+00,2.482246047280823653e+00,7.109082112131950293e-01
9.499999999999999556e-01,-5.223809523809523903e-01,-3.250173651227855842e+00,-9.151462417961022666e+00,-7.278860791246150264e+00,-2.113236387124083038e+01,2.862133817912225986e+00,2.482246047280824097e+00,7.144357871651733083e-01
9.499999999999999556e-01,-4.933333333333333459e-01,-3.299325398174151047e+00,-9.295773248053514237e+00,-7.383343694515565048e+00,-2.108197630970554570e+01,2.841175185057154273e+00,2.482246047280824097e+00,7.180755346421707763e-01
9.499999999999999556e-01,-4.642857142857143016e-01,-3.350175302042288195e+00,-9.445732334059034230e+00,-7.491373477580969720e+00,-2.105227518067052728e+01,2.819714807974367243e+00,2.482246047280824097e+00,7.218341074359733156e-01
9.499999999999999556e-01,-4.352380952380952572e-01,-3.402817791301134598e+00,-9.601736182306995104e+00,-7.603145049463874372e+00,-2.104192221268533913e+01,2.797726157578973805e+00,2.482246047280824097e+00,7.257187809865418560e-01
9.499999999999999556e-01,-4.061904761904762129e-01,-3.457354629715880368e+00,-9.764227445138168093e+00,-7.718868318143995211e+00,-2.104984378081103813e+01,2.775180255885624891e+00,2.482246047280824541e+00,7.297375386789768381e-01
9.499999999999999556e-01,-3.771428571428571130e-01,-3.513895655257686101e+00,-9.933703582106900853e+00,-7.838769689109073902e+00,-2.107518868732967121e+01,2.752045312422513490e+00,2.482246047280824097e+00,7.338991755161085040e-01
9.499999999999999556e-01,-3.480952380952381242e-01,-3.572559610471859326e+00,-1.011072801139028066e+01,-7.963093749512253794e+00,-2.111729585425310418e+01,2.728286278275865229e+00,2.482246047280824097e+00,7.382134241231381733e-01
9.499999999999999556e-01,-3.190476190476190244e-01,-3.633475079500427807e+00,-1.029594476981446860e+01,-8.092105165530533384e+00,-2.117566957715751741e+01,2.703864290861115016e+00,2.482246047280824097e+00,7.426911099779844871e-01
9.499999999999999556e-01,-2.900000000000000355e-01,-3.696781546617568637e+00,-1.049009825517489425e+01,-8.226090825480529389e+00,-2.124996065751467711e+01,2.678735970518476339e+00,2.482246047280823653e+00,7.473443456990799261e-01
9.499999999999999556e-01,-2.609523809523809357e-01,-3.762630596097371605e+00,-1.069406057143120670e+01,-8.365362266798786806e+00,-2.133995219946403310e+01,2.652852511014513581e+00,2.482246047280824097e+00,7.521867788254426035e-01
