lateral_stokes_real,lateral_stokes_imag,lateral_distance_to_minus_one,latefit62_real,latefit62_imag,latefit62_relative_gap,latefit_stokes_real,latefit_stokes_imag,latefit_stokes_nrmse
-9.961579746487273512e-01,9.407722248183510941e-04,3.955529190741915481e-03,2.780068703366942451e+00,2.480740318772860942e+00,3.282666602202484549e-03,-9.905491425776917769e-01,8.669157183646365727e-03,4.166522128370964660e-03
