first_negative_moment_pole,adjacent_sheet_p,adjacent_action_real,adjacent_action_imag,2pi_kappatheta_over_xi2,pade_real_45,pade_imag_45,absolute_gap,relative_gap
-6.453093949197518775e+00,-7.998322139804217912e+00,2.792240162466840481e+00,2.482246047280824097e+00,2.482246047280824097e+00,2.892111993869854736e+00,2.530279488050016123e+00,1.108223539721097245e-01,2.966288796175249251e-02
