p_star,affine_rate,lambda_second,hamiltonian_px,hamiltonian_action,large_order_extrapolation,nearest_pade_real,nearest_pade_imag,max_relerr_borel_pade
-2.849561078040221851e+00,3.960187517406716373e-01,1.544801220153572963e-01,-2.849561078040223183e+00,3.960186502243514539e-01,-3.960184964700291244e-01,-3.974451415829367007e-01,0.000000000000000000e+00,1.844667733668345399e-04
